StopID,x,y,Bench,Shelter,routes,Direction,Pole_Locat,Sidewalk,Trans_P
20890,1447370.020376250147820,519068.351491838693619, , ,19,outbound,forward facing back of curb,sidewalk, 
45748,1455118.981584340333939,534796.665835678577423, , ,14,outbound,forward facing back of sidewalk,sidewalk, 
46262,1443326.991388842463493,513838.573893666267395,Bench, ,57,outbound,forward facing back of curb,sidewalk, 
49990,1411131.990818336606026,520113.595136255025864, , ,"55, 56",outbound,forward facing back of curb,sidewalk, 
20720,1446843.122808009386063,525404.580945342779160,Bench, ,19,outbound,forward facing back of sidewalk,sidewalk, 
22550,1460892.060261264443398,520633.342784419655800, , ,"14, 28",outbound,forward facing back of curb, , 
49471,1442714.812823176383972,491990.935174345970154, , ,51,outbound,forward facing back of curb,sidewalk, 
11015,1446718.215249419212341,610609.585075676441193, ,Shelter,"63x, 97, 98, 99",not applicable,forward facing back of curb,sidewalk,transfer point
05750,1465744.245766833424568,556011.490860000252724, , ,211,inbound,forward facing edge of pavement,sidewalk, 
32620,1438414.200361430644989,548801.342878758907318, ,Shelter,8,inbound,forward facing back of curb,sidewalk, 
46050,1437262.107193171977997,503820.533234253525734, ,Shelter,43,not applicable,rear facing back of curb,sidewalk,transfer point
46444,1431017.947109341621399,510235.078476011753082, , ,57,outbound,forward facing back of curb,sidewalk, 
28105,1479157.452208086848259,542929.560331001877785, , ,29,outbound,forward facing back of sidewalk,sidewalk, 
22630,1462818.987837836146355,516963.469546750187874, , ,"14, 28",outbound,forward facing back of curb,sidewalk, 
26770,1449926.002797096967697,534062.623996675014496, , ,6,not applicable,forward facing back of sidewalk,sidewalk,transfer point
27150,1429224.999579757452011,540360.366978585720062, , ,235,outbound,forward facing edge of pavement, , 
13811,1452711.097620591521263,538817.781481087207794, , ,"27, 9", , , , 
45130,1431117.316005095839500,520202.980128094553947, , ,60,outbound,forward facing back of curb,sidewalk, 
46384,1437204.218201339244843,503669.841606512665749, , ,"43, 55",not applicable,forward facing back of curb,sidewalk, 
05980,1434398.130965754389763,535975.351470425724983, , ,30,outbound,forward facing back of curb,sidewalk,transfer point
18530,1457794.575314506888390,550367.100902095437050, , ,11,inbound,forward facing back of sidewalk,sidewalk,transfer point
60180,1486909.052846595644951,572949.385133758187294, , ,29, , , , 
16540,1479445.137000173330307,511762.213217005133629,Bench, ,27,outbound,forward facing back of sidewalk,sidewalk, 
45777,1419561.788263171911240,517292.349466428160667, , ,56, , , , 
46410,1435739.737206429243088,492691.975767001509666, , ,42,outbound,forward facing back of sidewalk,sidewalk, 
11690,1482142.158837094902992,545122.419134259223938, , ,3,inbound,forward facing back of sidewalk,sidewalk, 
34790,1428150.579484507441521,536290.674002498388290, , ,10,inbound,forward facing back of curb,sidewalk, 
11671,1484564.727154672145844,541666.595993429422379, ,Shelter,3,inbound,forward facing back of sidewalk,sidewalk, 
12150,1437361.198202341794968,556724.382806926965714,Bench, ,18,inbound,forward facing back of sidewalk,sidewalk, 
16800,1453706.249501675367355,515771.421405926346779, , ,"19, 20, 28",not applicable,forward facing back of sidewalk,sidewalk,transfer point
16600,1480072.082596674561501,510361.483406916260719, ,Shelter,27,inbound,forward facing back of sidewalk,sidewalk,transfer point
45000,1464111.178494930267334,536256.587784588336945, , ,17,inbound,forward facing back of curb,sidewalk, 
22420,1456640.112072259187698,525019.629615500569344, , ,14,outbound,rear facing back of curb,sidewalk, 
06870,1458086.436607420444489,561684.957203343510628, , ,13,outbound,forward facing edge of pavement,sidewalk, 
49602,1474155.141346588730812,565917.387714833021164, , ,"11, 50, 54", , , , 
04570,1459562.585886090993881,508326.632817834615707, , ,62x,inbound,rear facing back of curb,sidewalk, 
10300,1431344.038976833224297,557647.378992423415184, , ,18,inbound,forward facing back of curb, , 
19040,1478690.055177003145218,571720.643496751785278,Bench, ,22,not applicable,forward facing back of sidewalk,sidewalk,transfer point
12340,1433395.039139926433563,557055.508457005023956, , ,18,inbound,forward facing edge of pavement, , 
26100,1438446.203906342387199,530417.521378755569458, , ,"12, 16",outbound,forward facing back of sidewalk,sidewalk, 
27660,1469199.070222005248070,525790.651367425918579,Bench, ,28,outbound,forward facing back of curb, , 
21650,1456847.048338174819946,542428.361530259251595, , ,4,outbound,rear facing back of curb,sidewalk, 
49390,1476644.083219096064568,501325.116637170314789, , ,51,outbound,forward facing back of curb,sidewalk, 
16630,1482257.032623097300529,506120.588345423340797, , ,27,inbound,rear facing back of curb,sidewalk, 
46692,1451341.090190008282661,573281.680072844028473,Bench, ,7,inbound,forward facing back of curb,sidewalk, 
17020,1426849.006956428289413,549225.524117007851601, ,Shelter,8,inbound,forward facing back of sidewalk,sidewalk, 
11740,1449133.837714761495590,554560.789037004113197, , ,26,outbound,forward facing back of sidewalk,sidewalk, 
14610,1483288.163434833288193,576083.468432500958443, , ,29,not applicable,forward facing back of sidewalk,sidewalk, 
41269,1444147.706610918045044,622435.394101172685623, , ,99,inbound,forward facing back of curb,sidewalk, 
12250,1434905.839596003293991,555874.186016499996185, , ,"18, 2",inbound,forward facing back of sidewalk,sidewalk,transfer point
49351,1498714.204761177301407,542697.189076587557793, , ,46x,inbound,forward facing back of curb,sidewalk, 
59490,1403541.664463594555855,549463.796606332063675, , ,35, , , , 
30695,1452312.085951417684555,560375.524454757571220, , ,21,outbound,forward facing back of sidewalk,sidewalk, 
35570,1437019.260237917304039,525484.603423088788986, , ,24,outbound,forward facing back of curb,sidewalk, 
28874,1451553.792848587036133,511680.431556418538094,Bench, ,20,outbound,rear facing back of curb,sidewalk, 
42625,1443770.225082427263260,575466.511333093047142, , ,7,inbound,forward facing edge of pavement, , 
60361,1455334.477872505784035,579570.159621834754944, , ,21, , , , 
49438,1450420.973920002579689,491605.962847173213959, , ,51,inbound,forward facing back of curb,sidewalk, 
46110,1433701.232753261923790,524026.583373248577118, , ,16,inbound,forward facing back of curb, , 
20920,1447562.200766175985336,516835.609566256403923, , ,19,outbound,forward facing back of curb,sidewalk, 
14710,1485759.078440502285957,571708.422064498066902, , ,29, , , , 
19530,1454388.495184421539307,564135.285964086651802,Bench, ,13,outbound,forward facing back of curb,sidewalk, 
46150,1428695.971438333392143,520523.615313589572906, , ,16,outbound,forward facing back of curb,sidewalk, 
14170,1499690.207074254751205,524157.337704926729202, , ,40x,inbound,forward facing edge of pavement, , 
21740,1458304.147786170244217,544575.538994416594505,Bench, ,4,inbound,forward facing back of sidewalk,sidewalk, 
04940,1443643.156438916921616,636344.497188419103622, ,Shelter,"77x, 97",outbound,forward facing back of curb,sidewalk,transfer point
23940,1461273.090995252132416,525154.604739248752594, , ,"15, 62x",outbound,forward facing back of sidewalk,sidewalk, 
24281,1459231.194488510489464,498621.885167002677917, , ,62x, , , , 
45599,1430617.332096919417381,553418.752607166767120, , ,34, , , , 
01100,1424841.363990083336830,513642.613983750343323, , ,56,outbound,forward facing back of curb,sidewalk, 
60580,1456827.661565929651260,550072.126426428556442, , ,11, , , , 
45040,1450204.561951249837875,541655.005137339234352, , ,6,not applicable,other,sidewalk,transfer point
05590,1475386.010932087898254,535851.453424260020256, , ,"222, 9",inbound,forward facing back of sidewalk,sidewalk,transfer point
19210,1433562.995825007557869,519839.490369498729706,Bench, ,24,inbound,forward facing back of sidewalk,sidewalk,transfer point
45959,1486357.017861425876617,573582.497056499123573, , ,29,outbound,rear facing back of curb,sidewalk, 
19430,1434287.252578586339951,510430.649607166647911, , ,24,outbound,rear facing back of curb,sidewalk, 
45429,1439359.858247011899948,542054.705781504511833, ,Shelter,"35, 5",inbound,forward facing back of curb,sidewalk, 
45385,1410959.740834757685661,510548.219582006335258, , ,55,outbound,forward facing back of curb, , 
46383,1437308.216352924704552,503365.745101839303970, , ,12,inbound,forward facing back of sidewalk,sidewalk, 
28350,1439746.005768671631813,503093.581604167819023, , ,"12, 43",not applicable,forward facing back of sidewalk,sidewalk, 
25050,1438492.355388835072517,555635.274092748761177, , ,1,inbound,forward facing back of curb, ,transfer point
45611,1423989.440169006586075,567210.219446748495102, , ,1, , , , 
07540,1454657.124568417668343,536974.629655584692955, , ,"15, 62x",outbound,forward facing back of sidewalk,sidewalk,transfer point
46445,1432731.165139585733414,512322.615967586636543, , ,57,not applicable,forward facing back of curb,sidewalk, 
49840,1453344.146551340818405,594796.456597000360489, , ,"98, 99",outbound,forward facing edge of pavement, , 
24530,1438701.104643255472183,538277.468257248401642,Bench, ,2,outbound,forward facing back of sidewalk,sidewalk, 
17930,1457827.104120835661888,556517.505267918109894, , ,22,outbound,forward facing back of sidewalk,sidewalk, 
28170,1440165.258211001753807,505769.472577840089798,Bench, ,12,outbound,forward facing back of curb, , 
46556,1411002.724672675132751,573424.319551333785057, , ,18,outbound,forward facing edge of pavement, , 
35790,1446552.305148169398308,522712.362248420715332, , ,30, ,forward facing back of sidewalk,sidewalk, 
20550,1446780.745964258909225,532729.182765915989876,Bench, ,19,inbound,forward facing back of sidewalk,sidewalk, 
32675,1436183.863942846655846,549811.964545175433159,Bench, ,8,inbound,forward facing back of curb,sidewalk, 
33200,1445697.242881923913956,547228.567152917385101, , ,"1, 7",inbound,forward facing back of sidewalk,sidewalk, 
05550,1473191.038944095373154,536888.467098250985146, ,Shelter,"17, 9",outbound,forward facing back of sidewalk,sidewalk, 
46485,1450300.845879420638084,580699.548439174890518, , ,7,inbound,forward facing edge of pavement, , 
27970,1476266.651559263467789,539094.783223673701286, , ,"222, 29",outbound,forward facing back of sidewalk,sidewalk,transfer point
46192,1436370.832729011774063,501315.620921254158020, , ,55,outbound,forward facing back of sidewalk,sidewalk, 
33080,1467236.981954589486122,559033.526482582092285, , ,211,inbound,forward facing edge of pavement, , 
41265,1443722.247160002589226,626593.646611422300339, , ,99,outbound,rear facing edge of pavement,sidewalk, 
60371,1446676.335083842277527,631959.262848675251007, , ,99, , , , 
19320,1432754.973490923643112,515178.524625837802887,Bench, ,24,outbound,forward facing back of curb,sidewalk, 
46593,1448610.145848751068115,485607.323269665241241, , ,43,inbound,forward facing edge of pavement,sidewalk, 
22450,1457118.185263097286224,524295.608425751328468, , ,14,inbound,forward facing back of sidewalk,sidewalk, 
26950,1451108.232716083526611,525361.009510174393654, , ,20,outbound,forward facing back of curb,sidewalk, 
38220,1477508.055244430899620,526783.511586427688599, , ,"221, 52x",outbound,forward facing back of sidewalk,sidewalk, 
17810,1453669.212830334901810,549987.498314842581749, , ,22,inbound,forward facing back of curb,sidewalk, 
06000,1434496.988379597663879,536772.467658340930939, , ,30,inbound,forward facing back of curb,sidewalk, 
13280,1443888.078193172812462,495031.648909166455269, , ,43,outbound,forward facing back of sidewalk,sidewalk, 
25200,1434897.141450673341751,560379.384027093648911, , ,1,outbound,forward facing back of curb, ,transfer point
22160,1433894.779610261321068,531111.595778003334999, , ,12,inbound,forward facing back of curb,sidewalk, 
00330,1492398.068443343043327,535847.592867672443390, , ,46x,outbound,forward facing back of sidewalk,sidewalk, 
45947,1472733.089728757739067,560385.754749253392220, ,Shelter,"11, 211",inbound,forward facing back of sidewalk,sidewalk,transfer point
60631,1457049.020703256130219,513460.889609679579735, , ,28, , , , 
46532,1410466.827778592705727,573125.202039346098900, , ,18,outbound,forward facing back of curb, , 
45840,1452151.133517429232597,515838.682754337787628,Bench,Shelter,"19, 28, 30, 57",not applicable,forward facing back of curb,sidewalk, 
46422,1444075.184118166565895,502497.477153345942497, , ,43,outbound,forward facing back of curb,sidewalk, 
42650,1444891.981369093060493,572343.694744095206261, , ,7,outbound,forward facing back of curb,sidewalk, 
09990,1461701.167895004153252,529441.333370506763458,Bench, ,15,outbound,forward facing back of curb,sidewalk, 
32781,1426888.784764006733894,549537.442784503102303, , ,8,outbound, ,sidewalk, 
19622,1449207.639732509851456,554949.271527752280235, , ,26,inbound,forward facing edge of pavement, ,transfer point
46163,1410120.255965173244476,501333.567079588770866, , ,16,inbound,forward facing back of curb,sidewalk, 
45806,1453028.273823514580727,574615.147222176194191, , ,21,outbound,forward facing edge of pavement,sidewalk, 
03590,1433646.235159844160080,553750.559686332941055, ,Shelter,2,inbound,forward facing edge of pavement,sidewalk,transfer point
08920,1468442.183940500020981,551334.635712414979935, , ,39,inbound,forward facing back of curb,sidewalk, 
46285,1440062.141947418451309,528706.339761748909950, , ,30,inbound,forward facing back of curb,sidewalk, 
10550,1462618.972817927598953,514915.584534928202629, , ,"28, 62x",inbound,forward facing back of sidewalk,sidewalk, 
46256,1449431.990333676338196,514912.398845762014389, , ,57,inbound,forward facing back of sidewalk,sidewalk, 
01260,1433558.206464514136314,546926.643216088414192, , ,2,not applicable,forward facing back of curb,sidewalk,transfer point
45462,1469292.176335006952286,567508.570884168148041, , ,54,outbound,forward facing back of curb,sidewalk, 
44570,1435829.057893916964531,542639.685910761356354, , ,"2, 30",outbound,forward facing edge of pavement,sidewalk, 
46124,1436742.190254002809525,510274.381547003984451,Bench, ,"24, 56",not applicable,forward facing back of curb,sidewalk, 
42375,1484633.120390594005585,511211.558478415012360, , ,17,not applicable,forward facing back of curb,sidewalk, 
46555,1410910.195330172777176,573422.883858665823936, , ,18,inbound,forward facing edge of pavement, , 
01000,1428922.199660420417786,511093.628268092870712, , ,56,outbound,forward facing back of sidewalk,sidewalk,transfer point
05900,1434573.039080500602722,534055.503276005387306, , ,30,not applicable,forward facing back of sidewalk,sidewalk,transfer point
27850,1474859.991642922163010,534944.575972929596901, , ,"17, 28, 29",not applicable,forward facing back of sidewalk,sidewalk,transfer point
60389,1422278.996411427855492,570206.646524757146835, , ,1, , , , 
52130,1414325.040206506848335,508932.009559839963913, , ,55,inbound,forward facing edge of pavement, , 
06326,1459179.897675096988678,539684.785980671644211,Bench, ,17,outbound,forward facing back of sidewalk,sidewalk, 
32751,1430208.869659259915352,550856.668492510914803, , ,8,outbound,forward facing back of sidewalk,sidewalk, 
07570,1484370.037255346775055,531896.607003256678581,Bench, ,"221, 3",inbound,forward facing back of sidewalk,sidewalk,transfer point
38380,1492263.042138591408730,535882.664647921919823, , ,46x,inbound,forward facing back of sidewalk,sidewalk, 
45367,1478803.975880920886993,554602.409032508730888, , ,29,outbound,forward facing edge of pavement,sidewalk, 
20060,1447864.147012680768967,551025.500175833702087, , ,26,inbound,forward facing back of sidewalk,sidewalk, 
01340,1433936.396324917674065,545321.405941009521484,Bench, ,"2, 235, 30",inbound,forward facing back of sidewalk,sidewalk,transfer point
46379,1474810.635770514607430,582643.554721757769585, , ,"50, 54, 59",not applicable,forward facing back of curb,sidewalk, 
40158,1463089.156588837504387,568091.406004592776299, , ,22,inbound,forward facing edge of pavement, , 
19440,1434418.130269587039948,510143.501559421420097, ,Shelter,24,inbound,rear facing back of curb,sidewalk, 
08530,1451344.197139173746109,540838.169500678777695,Bench, ,"27, 9",outbound,forward facing back of curb,sidewalk, 
59480,1471979.095829918980598,575249.579024165868759, , ,"50, 54", , , , 
28870,1451980.875983923673630,512301.900785923004150,Bench, ,20,outbound,rear facing back of curb,sidewalk, 
45713,1443835.184598177671432,555960.753428667783737, , ,3,outbound,forward facing edge of pavement, , 
19330,1432847.018910512328148,515004.589606255292892, ,Shelter,24,inbound,forward facing back of sidewalk,sidewalk, 
21700,1457542.000360339879990,543386.438354253768921, , ,4,inbound,forward facing back of sidewalk,sidewalk, 
28000,1476581.190300256013870,539500.549472510814667, , ,"222, 29",outbound,forward facing back of sidewalk,sidewalk, 
08980,1468321.166466012597084,549099.633948832750320, , ,39,outbound,rear facing back of curb,sidewalk, 
20050,1447859.106012254953384,551075.463330507278442, , ,26,outbound,forward facing back of sidewalk,sidewalk, 
38370,1494530.017263427376747,536259.611400589346886, , ,46x,inbound,forward facing back of sidewalk,sidewalk, 
32870,1434435.457662761211395,519834.854552000761032,Bench, ,60,inbound,forward facing back of sidewalk,sidewalk, 
12710,1484017.492684841156006,525955.741588428616524, , ,52x,inbound,forward facing back of sidewalk,sidewalk, 
45318,1460568.235121503472328,529171.446443095803261, , ,"15, 39",outbound,forward facing back of sidewalk,sidewalk, 
38270,1481327.267750337719917,527541.653442844748497, , ,"221, 52x",outbound,forward facing back of sidewalk,sidewalk,transfer point
45324,1462080.199617251753807,529547.659601420164108, , ,39,outbound,forward facing back of sidewalk,sidewalk, 
46189,1445735.762818008661270,491732.002621337771416, , ,43,inbound,forward facing back of sidewalk,sidewalk, 
32600,1438976.975810676813126,548494.378269582986832,Bench, ,8,inbound,forward facing back of curb,sidewalk, 
04480,1433207.038203597068787,544820.632664337754250, , ,30,inbound,forward facing back of curb,sidewalk, 
60350,1455489.066474094986916,580887.226541504263878, , ,21, , , , 
59862,1463411.444002002477646,547274.188452750444412, , ,4, , , , 
22400,1456282.107867002487183,526113.468963250517845, , ,14,outbound,rear facing back of curb,sidewalk, 
24030,1462557.078912839293480,524038.575147166848183, , ,"15, 62x",inbound,forward facing back of sidewalk,sidewalk,transfer point
31810,1477965.123227924108505,550658.643954172730446,Bench, ,23,not applicable,forward facing back of sidewalk,sidewalk, 
60030,1474999.060262426733971,580149.663384094834328, , ,54, , , , 
45205,1485448.222106844186783,539085.050303503870964, , ,3,inbound,forward facing back of sidewalk,sidewalk, 
12105,1440933.022751584649086,560220.444712415337563,Bench, ,18,outbound,forward facing back of curb, , 
46334,1437233.286384671926498,630981.069595083594322, , ,97,outbound,forward facing edge of pavement, , 
11940,1484433.006617590785027,540464.411389917135239, ,Shelter,222,inbound,forward facing back of curb,sidewalk,transfer point
49338,1428704.611512929201126,493197.068260759115219, , ,42,inbound,forward facing back of sidewalk,sidewalk, 
22710,1464413.150988087058067,514094.352253511548042, , ,14,outbound,forward facing back of curb, , 
29830,1439385.247631922364235,520687.674696758389473,Bench, ,12,inbound,forward facing back of sidewalk,sidewalk,transfer point
24561,1437588.444467008113861,540519.743956416845322, , ,"2, 30", , , , 
45852,1451053.081579670310020,574790.390966176986694, , ,7,inbound,forward facing back of curb,sidewalk, 
46143,1451808.012156426906586,537781.397070929408073, ,Shelter,6,not applicable,forward facing back of sidewalk,sidewalk,transfer point
13230,1447771.972656339406967,553305.554014667868614, , ,26,inbound,forward facing edge of pavement, , 
60378,1453731.334753334522247,518172.650199249386787, , ,20, , , , 
46553,1414980.333843424916267,575663.187120839953423, , ,18,inbound,forward facing edge of pavement, , 
59821,1458827.937092930078506,558141.974459916353226, , ,13, , , , 
28810,1452874.159630417823792,514193.515769094228745,Bench, ,"19, 20, 28",not applicable,forward facing back of sidewalk,sidewalk,transfer point
49407,1470501.171620428562164,497510.545198082923889, , ,51,inbound,forward facing edge of pavement,sidewalk, 
17700,1452453.129632592201233,548072.692761257290840, , ,22,outbound,forward facing back of curb,sidewalk, 
05250,1461647.013475760817528,539737.430888503789902, , ,9,outbound,rear facing back of curb,sidewalk, 
14220,1504717.080222591757774,522395.687028750777245, , ,40x,inbound,forward facing back of curb, , 
04933,1445005.051352918148041,635980.702640429139137, , ,"77x, 97",inbound,forward facing back of curb,sidewalk, 
05320,1463625.664046004414558,539357.578957915306091, , ,9,inbound,forward facing back of sidewalk,sidewalk,transfer point
02580,1446213.992176502943039,554791.401436671614647, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk, 
49420,1466478.060244083404541,495542.373281419277191, , ,51,outbound,rear facing back of curb,sidewalk, 
02910,1446258.052783921360970,568165.454741001129150, , ,7,outbound,forward facing edge of pavement, , 
60358,1454360.909609675407410,576258.463489338755608, , ,21, , , , 
11096,1433260.979040592908859,551279.362200915813446, , ,2,inbound,forward facing back of curb, , 
10470,1449731.058305084705353,515111.420757427811623, , ,"19, 57",not applicable,forward facing back of sidewalk,sidewalk,transfer point
45931,1485714.188438430428505,574208.823887839913368, , ,29,not applicable,forward facing back of curb,sidewalk, 
45431,1467306.201960504055023,535273.348281249403954, , ,39,inbound,forward facing back of sidewalk,sidewalk, 
14080,1489823.125102430582047,530093.677866339683533, , ,40x,inbound,forward facing edge of pavement, , 
60364,1447585.663317680358887,634963.667601004242897, , ,97, , , , 
39370,1449516.115821585059166,550195.401442334055901, ,Shelter,26,inbound,forward facing back of sidewalk,sidewalk,transfer point
60347,1460343.913391679525375,583197.527695178985596, , ,21, , , , 
14260,1427062.023262679576874,536698.635128840804100,Bench, ,10,outbound,forward facing back of curb,sidewalk, 
46174,1417340.139491260051727,497073.656964257359505, , ,42,outbound,forward facing edge of pavement, , 
16770,1452321.255224421620369,516665.468502342700958, , ,"30, 57",not applicable,forward facing back of sidewalk,sidewalk, 
60200,1473589.035195335745811,584210.475144341588020, , ,54, , , , 
46688,1457048.406531259417534,479520.871531844139099, , ,62x,inbound,rear facing back of curb,sidewalk, 
24282,1459273.169470176100731,498643.688273012638092, , ,62x, , , , 
13110,1482735.254107594490051,515522.627612173557281, , ,17,outbound,forward facing edge of pavement, ,transfer point
32700,1435425.212573006749153,550038.627805754542351, , ,8,outbound,forward facing back of sidewalk,sidewalk, 
32736,1433846.863367512822151,549561.307894259691238, , ,"34, 8",outbound,forward facing back of curb,sidewalk, 
52830,1443549.062138929963112,605229.477069512009621, , ,98, , , , 
18370,1454015.962793007493019,546554.704655498266220, , ,"11, 21",outbound,forward facing back of sidewalk,sidewalk,transfer point
18460,1455709.023383259773254,548118.276331499218941, , ,11,outbound,forward facing back of sidewalk,sidewalk, 
26700,1483577.254720181226730,512234.543965250253677,Bench, ,17,not applicable,forward facing back of curb,sidewalk,transfer point
60091,1454149.077028095722198,513500.631984248757362, , ,28, , , , 
02040,1477826.220946669578552,551841.552677586674690, , ,"23, 29",not applicable,forward facing edge of pavement,sidewalk, 
22150,1433926.247067004442215,531116.455348342657089, , ,12,outbound,forward facing back of curb,sidewalk, 
16290,1474961.019656091928482,522069.933415174484253, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
40220,1446828.218966424465179,635745.570892840623856,Bench,Shelter,"77x, 97, 99",inbound,forward facing back of sidewalk,sidewalk,transfer point
24320,1457501.135940760374069,489703.446639090776443, , ,62x,inbound,forward facing back of curb,sidewalk, 
26080,1439139.970891505479813,531361.368244335055351, ,Shelter,"12, 16",inbound,forward facing back of curb,sidewalk,transfer point
40743,1446774.431016251444817,611607.408211261034012, , ,"48x, 97, 99",inbound,forward facing back of curb, , 
02900,1446100.974029839038849,567250.351584345102310, , ,7,inbound,forward facing edge of pavement, , 
45323,1459095.063855260610580,532152.534641012549400,Bench, ,15,inbound,forward facing back of sidewalk,sidewalk, 
26370,1423317.170188084244728,512829.518825173377991, , ,16,outbound,forward facing back of curb, , 
46171,1425447.066518843173981,517453.337005332112312, , ,16,inbound,forward facing back of curb,sidewalk, 
60351,1455302.102609172463417,579594.051962509751320, , ,21, , , , 
06450,1464309.085907503962517,535834.407198503613472, , ,17,outbound,forward facing back of curb,sidewalk, 
46512,1449067.631482347846031,487812.680079415440559, , ,43,outbound,forward facing edge of pavement,sidewalk, 
00210,1480938.265903666615486,533383.360263332724571, ,Shelter,"221, 40x, 46x, 9",inbound,forward facing back of sidewalk,sidewalk, 
29710,1439554.155102506279945,525845.372714668512344, , ,12,inbound,forward facing back of sidewalk,sidewalk, 
60110,1440182.375302761793137,599379.487785249948502, , ,98, , , , 
31770,1475794.073436170816422,550491.673487588763237, , ,3,outbound,forward facing back of sidewalk,sidewalk, 
32890,1436681.071609839797020,519951.559699177742004, ,Shelter,60,inbound,forward facing back of curb,sidewalk, 
25020,1439101.694065168499947,554814.169107675552368, , ,1,outbound,forward facing back of curb,sidewalk,transfer point
17910,1457595.219085916876793,556016.506598010659218, , ,22,outbound,forward facing back of sidewalk,sidewalk, 
17050,1426925.239743590354919,548179.693859592080116, ,Shelter,8,inbound,rear facing back of curb,sidewalk, 
16100,1472631.802201673388481,527413.639591261744499, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
23190,1452912.236982092261314,532978.692109420895576, , ,20,inbound,forward facing back of curb,sidewalk, 
10960,1441957.241503670811653,565798.557243838906288, , ,13,inbound,forward facing edge of pavement,sidewalk, 
52120,1412048.709129258990288,509035.267227336764336, , ,55,inbound,forward facing edge of pavement, , 
17690,1451929.857057094573975,547374.370339006185532, , ,22,inbound,forward facing back of curb,sidewalk, 
45843,1450248.892243176698685,579684.913985505700111,Bench, ,7,outbound,rear facing edge of pavement, ,transfer point
44120,1421814.225359335541725,504808.346547335386276, , ,55,inbound,forward facing back of sidewalk, , 
38090,1462499.979617595672607,514865.687653094530106, , ,28,outbound,forward facing back of sidewalk,sidewalk, 
20770,1446820.827248930931091,523600.257782340049744, , ,19,outbound,forward facing back of curb,sidewalk, 
05370,1465630.970730930566788,538614.467583253979683,Bench, ,9,inbound,forward facing back of curb,sidewalk, 
02740,1446243.177813678979874,560888.402694091200829, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk,transfer point
29290,1446575.195850417017937,538539.660974338650703, ,Shelter,"10, 19",inbound,forward facing back of curb,sidewalk, 
32300,1476236.044665083289146,547081.524139925837517, , ,23,outbound,forward facing edge of pavement, , 
24360,1457536.245122507214546,481648.622853755950928, , ,62x,outbound,forward facing back of curb,sidewalk, 
30580,1451689.318496167659760,554790.033329173922539, , ,21,outbound,forward facing back of curb,sidewalk, 
17520,1458215.171586170792580,547223.490391418337822, , ,23,outbound,forward facing back of curb, ,transfer point
01800,1451098.248484089970589,515452.645140588283539, , ,57,inbound,rear facing back of curb,sidewalk, 
06440,1462870.192131757736206,536800.662811920046806, , ,17,outbound,forward facing back of curb,sidewalk, 
49298,1408551.621635258197784,571461.227020844817162, , ,18,inbound,forward facing back of curb,sidewalk, 
19350,1433359.158962339162827,513392.444536581635475, , ,"24, 57",inbound,forward facing back of sidewalk,sidewalk,transfer point
46505,1419113.176955670118332,578561.687229335308075, , ,"1, 18",inbound,forward facing back of curb,sidewalk, 
46126,1434863.033251181244850,509780.482600420713425,Bench, ,"24, 56",not applicable,forward facing back of curb,sidewalk, 
44302,1444769.518359422683716,480537.009591415524483, ,Shelter,43,outbound,forward facing back of sidewalk,sidewalk, 
12100,1440885.180983752012253,560184.582251340150833, ,Shelter,18,inbound,forward facing back of curb, , 
33150,1447116.431644588708878,545870.512782424688339, , ,"1, 7",inbound,forward facing back of curb,sidewalk, 
12321,1434271.253922924399376,555897.580982834100723, , ,18, , , , 
41258,1449523.983259931206703,641207.685952842235565, , ,"290, 77x, 97, 99",inbound,forward facing back of curb,sidewalk, 
46356,1431578.174663424491882,522663.578225255012512, , ,16,inbound,forward facing back of curb, , 
59820,1458820.513223260641098,558078.772814676165581, , ,13, , , , 
40150,1464697.176010593771935,572158.490390092134476, , ,22,inbound,forward facing edge of pavement,sidewalk, 
60387,1412175.022853001952171,516707.953981667757034, , ,56, , , , 
45368,1480383.015373751521111,555486.865268841385841, , ,29,outbound,forward facing edge of pavement, , 
52511,1431758.727780014276505,562519.037884250283241, , ,1,outbound,forward facing back of curb, , 
09220,1468254.003870680928230,539745.578510001301765, , ,39,not applicable,forward facing back of curb,sidewalk, 
07940,1454358.060862094163895,539732.380373671650887, ,Shelter,27,inbound,forward facing back of curb,sidewalk, 
07890,1452223.138950839638710,541800.364098593592644, , ,17,outbound,forward facing back of curb,sidewalk,transfer point
44226,1474868.722596585750580,576349.907860249280930, , ,"50, 54", , , , 
31080,1464786.208312839269638,559927.295364335179329, , ,211,outbound,forward facing back of sidewalk,sidewalk, 
11930,1482602.028980344533920,540585.493824928998947, , ,222,inbound,forward facing back of curb,sidewalk, 
33560,1463477.248988509178162,547626.446606501936913, ,Shelter,"23, 3",inbound,forward facing back of sidewalk,sidewalk,transfer point
26970,1451139.893413931131363,525230.837854504585266, , ,20,inbound,forward facing back of curb,sidewalk, 
08100,1458652.047024756669998,535544.402857258915901, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
31700,1473855.221014678478241,550656.349011257290840, ,Shelter,3,inbound,forward facing back of sidewalk,sidewalk, 
